gene_id,gene_name,essential_status,phenotype_summary,evidence_count,source_file
S000003705,YJL169W,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003706,ASG7,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003707,TOH1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003708,CPS1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003709,RFA3,Essential,null | inviable,1,./data\raw\sgd\phenotype_data.tab
S000003710,KRE9,Essential,null | inviable,1,./data\raw\sgd\phenotype_data.tab
S000003711,YJL175W,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000003712,SWI3,Ambiguous,"null | viable ; null | resistance to chemicals: decreased | tannic acid (400µM) | YPD | decreased survival on sub-lethal levels of the polyphenol, tannic acid",2,./data\raw\sgd\phenotype_data.tab
S000003713,S000003713,Ambiguous,"null | viable ; null | toxin resistance: decreased | α-synuclein | nonessential gene that, when deleted, leads to extreme sensitivity to low levels of α-syn that would otherwise not be toxic; strong growth defect",3,./data\raw\sgd\phenotype_data.tab
S000003714,ATG27,Ambiguous,null | viable | nitrogen starvation | nonessential for autophagy; viable after 3 day nitrogen starvation followed by transfer to rich media plates ; null | viable,3,./data\raw\sgd\phenotype_data.tab
S000003715,PFD1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003716,ATP12,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003717,RBH1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003718,YJL182C,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003719,MNN11,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003720,GON7,Ambiguous,null | viable ; null | inviable,3,./data\raw\sgd\phenotype_data.tab
S000003721,ATG36,Ambiguous,null | viable | nitrogen starvation | nonessential for autophagy; viable after 3 day nitrogen starvation followed by transfer to rich media plates ; null | viable,3,./data\raw\sgd\phenotype_data.tab
S000003722,MNN5,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000003723,SWE1,Ambiguous,"null | bud morphology: abnormal | hydroxyurea (100mM) | small but significant defect in formation of elongated buds that occurs in response to stress, such as after treatment with a sub-lethal dosage of HU ; null | viable ; null | resistance to chemicals: decreased | myriocin (100-200ng/ml) | severe growth defect with sublethal dose; rescued by addition of sphingoid long-chain base phytosphingosine",4,./data\raw\sgd\phenotype_data.tab
S000003724,BUD19,Ambiguous,"null | viable ; null | resistance to chemicals: decreased | tannic acid (400µM) | YPD | decreased survival on sub-lethal levels of the polyphenol, tannic acid",2,./data\raw\sgd\phenotype_data.tab
S000003725,S000003725,Ambiguous,"null | viable ; null | resistance to chemicals: decreased | tannic acid (400µM) | YPD | decreased survival on sub-lethal levels of the polyphenol, tannic acid",2,./data\raw\sgd\phenotype_data.tab
S000003726,RPS22A,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003727,S000003727,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003728,SOP4,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003729,YJL193W,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003730,CDC6,Essential,"null | inviable ; repressible | inviable | unable to support growth under GAL repressing conditions (in contrast to wt CDC6), unless overexpressed from the GAL promoter, where it promotes normal growth rates and morphology",3,./data\raw\sgd\phenotype_data.tab
S000003731,YJL195C,Essential,null | inviable,1,./data\raw\sgd\phenotype_data.tab
S000003732,ELO1,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000003733,UBP12,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003734,PHO90,Ambiguous,"null | viable ; null | inviable ; null | toxin resistance: decreased | α-synuclein | nonessential gene that, when deleted, leads to extreme sensitivity to low levels of α-syn that would otherwise not be toxic; strong growth defect",5,./data\raw\sgd\phenotype_data.tab
S000003735,MBB1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003736,ACO2,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003737,ECM25,Ambiguous,"null | bud morphology: abnormal | hydroxyurea (100mM) | null mutant abolishes the formation of elongated buds that occurs in response to stress, such as after treatment with a sub-lethal dosage of HU; similar results in the YEF473 background ; null | viable ; null | protein/peptide distribution: abnormal | hydroxyurea (100mM) | loss of cell cycle-dependent polarized exocytosis at the bud tip in stressed cells after treatment with a sub-lethal dosage of HU; exocyst subunit Exo84p is no longer targeted to the bud tip during the same cell cycle stages and its duration at the bud tip is shorter; similar results with Sec4-GFP | Exo84-GFP",5,./data\raw\sgd\phenotype_data.tab
S000003738,YJL202C,Essential,null | inviable,1,./data\raw\sgd\phenotype_data.tab
S000003739,PRP21,Essential,null | inviable,1,./data\raw\sgd\phenotype_data.tab
S000003740,RCY1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003741,YJL206C,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000003742,S000003742,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000003743,LAA1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003744,NUC1,Ambiguous,"null | viable ; null | apoptosis: increased | acetic acid (200mM) | enhanced sensitivity to acetic acid-induced cell death in the presence of glucose, but not glycerol, based on viability and annexing V staining (46% apoptotic cells vs 26% for wt); decreased percentage of reactive oxygen species positive cells ; null | apoptosis: increased | hydrogen peroxide (2mM) | enhanced sensitivity to hydrogen peroxide-induced cell death in the presence of glucose, but not glycerol, based on viability assays",3,./data\raw\sgd\phenotype_data.tab
S000003745,CBP1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003746,PEX2,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003747,YJL211C,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003748,OPT1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003749,YJL213W,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003750,HXT8,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003751,YJL215C,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003752,IMA5,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003753,REE1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003754,YJL218W,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003755,HXT9,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000003756,YJL220W,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000003757,IMA4,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000003758,VTH2,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000003759,PAU1,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000003760,S000003760,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000003761,AVT1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003762,MPP10,Essential,null | inviable,2,./data\raw\sgd\phenotype_data.tab
S000003763,MRX12,Ambiguous,null | viable ; overexpression | inviable,2,./data\raw\sgd\phenotype_data.tab
S000003764,SAG1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003765,APL1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003766,POL31,Essential,null | inviable,2,./data\raw\sgd\phenotype_data.tab
S000003767,SUI2,Essential,null | inviable,2,./data\raw\sgd\phenotype_data.tab
S000003768,MHO1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003769,TDH2,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003770,SPC1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003771,MET3,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003772,CAL4,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003773,PEX39,Ambiguous,"null | viable | originally considered essential but misannotated start resulted in disruption of function of neighboring gene, GPI14; deletion from true start at M76 to end is viable ; null | inviable",3,./data\raw\sgd\phenotype_data.tab
S000003774,GPI14,Essential,null | inviable,1,./data\raw\sgd\phenotype_data.tab
S000003775,TMA22,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003776,YJR015W,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003777,ILV3,Essential,null | inviable,1,./data\raw\sgd\phenotype_data.tab
S000003778,ESS1,Essential,null | inviable ; null | inviable | spores germinate and divide up to 8 generations forming colonies of up to 256 cells,5,./data\raw\sgd\phenotype_data.tab
S000003779,YJR018W,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003780,TES1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003781,YJR020W,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003782,S000003782,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003783,LSM8,Essential,null | inviable,2,./data\raw\sgd\phenotype_data.tab
S000003784,YJR023C,Essential,null | inviable,1,./data\raw\sgd\phenotype_data.tab
S000003785,MDE1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003786,BNA1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003787,YJR026W,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003788,S000003788,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000003789,YJR028W,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000003790,S000003790,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000003791,RBH2,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003792,GEA1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003793,CPR7,Unknown,null | viable,3,./data\raw\sgd\phenotype_data.tab
S000003794,RAV1,Ambiguous,"null | viable ; null | resistance to chemicals: decreased | tannic acid (400µM) | YPD | decreased survival on sub-lethal levels of the polyphenol, tannic acid",2,./data\raw\sgd\phenotype_data.tab
S000003795,PET191,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000003796,RAD26,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003797,HUL4,Unknown,null | viable,3,./data\raw\sgd\phenotype_data.tab
S000003798,YJR037W,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000003799,YJR038C,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003800,MLO127,Unknown,null | viable | YPD,1,./data\raw\sgd\phenotype_data.tab
S000003801,GEF1,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000003802,URB2,Essential,null | inviable | microcolonies of between 20-50 cells observed after 3 days ; null | inviable,2,./data\raw\sgd\phenotype_data.tab
S000003803,NUP85,Essential,"repressible | chromosome/plasmid maintenance: decreased | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection (doxycycline represses expression)|; increased chromosome rearrangements and chromosome loss, as measured in an illegitimate mating assay ; null | inviable",2,./data\raw\sgd\phenotype_data.tab
S000003804,POL32,Unknown,null | viable | YPD ; null | viable,2,./data\raw\sgd\phenotype_data.tab
S000003805,VPS55,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003806,SSC1,Essential,overexpression | heat sensitivity: increased | elevated temperature (37°C) | elevated temperature is lethal to cells preincubated at 20 deg C but not 30 deg C ; conditional | heat sensitivity: increased | elevated temperature (37°C) | inviable ; null | inviable,4,./data\raw\sgd\phenotype_data.tab
S000003807,TAH11,Essential,null | inviable,2,./data\raw\sgd\phenotype_data.tab
S000003808,ANB1,Unknown,null | viable,3,./data\raw\sgd\phenotype_data.tab
S000003809,CYC1,Ambiguous,null | viability: increased | trans-anethole (625uM) ; null | viable,2,./data\raw\sgd\phenotype_data.tab
S000003810,UTR1,Ambiguous,null | viable ; null | inviable,4,./data\raw\sgd\phenotype_data.tab
S000003811,ISY1,Unknown,null | viable,3,./data\raw\sgd\phenotype_data.tab
S000003812,OSM1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003813,RAD7,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003814,BFA1,Unknown,null | viable | YPD ; null | viable,2,./data\raw\sgd\phenotype_data.tab
S000003815,KCH1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003816,HIT1,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000003817,YJR056C,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003818,CDC8,Essential,"repressible | chromosome/plasmid maintenance: decreased | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection (doxycycline represses expression)|; increased chromosome rearrangements and chromosome loss, as measured in an illegitimate mating assay ; null | inviable",2,./data\raw\sgd\phenotype_data.tab
S000003819,APS2,Ambiguous,"null | viable ; null | toxin resistance: decreased | α-synuclein | nonessential gene that, when deleted, leads to extreme sensitivity to low levels of α-syn that would otherwise not be toxic; strong growth defect",3,./data\raw\sgd\phenotype_data.tab
S000003820,PTK2,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003821,CBF1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003822,MNN14,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003823,NTA1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003824,RPA12,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003825,CCT5,Essential,null | inviable,1,./data\raw\sgd\phenotype_data.tab
S000003826,ARP3,Ambiguous,"conditional | viability: decreased | elevated temperature (37°C) | 39% reduction in plating efficiency after 1 hr hour and 90% after 2 hr ; null | spore germination: decreased | 16% spore viability ; null | viable | 16% of spores lacking ARP2 are viable, but grow slowly relative to wt",6,./data\raw\sgd\phenotype_data.tab
S000003827,TOR1,Ambiguous,null | viability: increased ; null | viability: increased | acetic acid | increased survival following acetic acid treatment ; null | viable,3,./data\raw\sgd\phenotype_data.tab
S000003828,YAE1,Essential,"null | inviable ; null | vegetative growth: normal | anaerobic conditions (YPD plus ergosterol and Tween-80 in the absence of O2) | heterozygous null mutants were sporulated, dissected, and incubated anaerobically to test growth of haploid null mutant strains that are inviable under standard aerobic conditions",2,./data\raw\sgd\phenotype_data.tab
S000003829,RFC2,Essential,"conditional | heat sensitivity: increased | elevated temperature (37°C) | cell number increases sevenfold before leveling off, indicating 2-3 residual divisions; loss of viability can be prevented by prior alpha factor of benomyl treatment ; repressible | chromosome/plasmid maintenance: decreased | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection (doxycycline represses expression)|; increased chromosome rearrangements and chromosome loss, as measured in an illegitimate mating assay ; repressible | chromosome/plasmid maintenance: decreased | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection (doxycycline represses expression)|; increased chromosome rearrangements and chromosome loss, as measured in an illegitimate mating assay; increased spontaneous DNA damage as measured by an increase of Ddc2 foci relative to wild-type",5,./data\raw\sgd\phenotype_data.tab
S000003830,HAM1,Ambiguous,"null | viable ; null | toxin resistance: decreased | α-synuclein | nonessential gene that, when deleted, leads to extreme sensitivity to low levels of α-syn that would otherwise not be toxic; strong growth defect",3,./data\raw\sgd\phenotype_data.tab
S000003831,LIA1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003832,YJR071W,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000003833,NPA3,Essential,overexpression | inviable ; null | inviable,3,./data\raw\sgd\phenotype_data.tab
S000003834,OPI3,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003835,MOG1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003836,HOC1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003837,CDC11,Essential,null | inviable | lethal at all tested temperatures ; conditional | inviable | elevated temperature (37°C) | arrest with highly elongated buds ; null | inviable,3,./data\raw\sgd\phenotype_data.tab
S000003838,MIR1,Ambiguous,"null | viability: decreased | N-acetylsphingosine (40uM) | clonogenic survival, the ratio of the number of CFUs after C2-CER treatment in null cells vs parental controls, is decreased ; null | viability: decreased | cisplatin (0.5mM) | clonogenic survival, the ratio of the number of CFUs after CDDP treatment in null cells vs parental controls, is decreased ; null | viable | YPD",4,./data\raw\sgd\phenotype_data.tab
S000003839,BNA2,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003840,S000003840,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003841,AIM24,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003842,EAF6,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003843,ACF4,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003844,YJR084W,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003845,TMH11,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000003846,STE18,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000003847,YJR087W,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003848,EMC2,Ambiguous,"null | viable ; null | toxin resistance: decreased | α-synuclein | nonessential gene that, when deleted, leads to extreme sensitivity to low levels of α-syn that would otherwise not be toxic; strong growth defect",3,./data\raw\sgd\phenotype_data.tab
S000003849,BIR1,Ambiguous,null | viable ; null | inviable ; null | colony sectoring: increased | missegregation of a non-essential marked chromosomal fragment; 5-fold increase in fragment loss per cell division,7,./data\raw\sgd\phenotype_data.tab
S000003850,GRR1,Ambiguous,"null | viable ; null | resistance to chemicals: decreased | tannic acid (400-600µM) | synthetic complete | concentration dependent reduction in growth on sub-lethal levels of the polyphenol, tannic acid, on SC media ; null | resistance to chemicals: decreased | tannic acid (400µM) | synthetic complete | decreased survival on sub-lethal levels of the polyphenol, tannic acid; supplementation with increasing levels of ferric chloride (40-1200 µM) improves growth in a concentration-dependent manner",4,./data\raw\sgd\phenotype_data.tab
S000003851,JSN1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003852,BUD4,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003853,FIP1,Essential,"repressible | chromosome/plasmid maintenance: decreased | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection (doxycycline represses expression)|; increased chromosome rearrangements and chromosome loss, as measured in an illegitimate mating assay ; null | inviable",2,./data\raw\sgd\phenotype_data.tab
S000003854,IME1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003855,S000003855,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003856,SFC1,Essential,overexpression | inviable,1,./data\raw\sgd\phenotype_data.tab
S000003857,YJR096W,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000003858,JJJ3,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003859,YJR098C,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003860,YUH1,Unknown,null | viable,3,./data\raw\sgd\phenotype_data.tab
S000003861,AIM25,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003862,RSM26,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000003863,VPS25,Ambiguous,"null | viable ; null | resistance to chemicals: decreased | tannic acid (400µM) | YPD | decreased survival on sub-lethal levels of the polyphenol, tannic acid",2,./data\raw\sgd\phenotype_data.tab
S000003864,URA8,Ambiguous,"null | viable ; null | toxin resistance: decreased | α-synuclein | nonessential gene that, when deleted, leads to extreme sensitivity to low levels of α-syn that would otherwise not be toxic; strong growth defect",3,./data\raw\sgd\phenotype_data.tab
S000003865,SOD1,Ambiguous,null | viability: decreased | significant loss of viability due to toxic effects ; null | viability: decreased | double-strand break (DSB) | enhanced cytotoxicity relative to wt after induction of a single DSB ; unspecified | viability: decreased,10,./data\raw\sgd\phenotype_data.tab
S000003866,ADO1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003867,ECM27,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003868,LIH1,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000003869,ABM1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003870,CPA2,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003871,YMR1,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000003872,PXP2,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003873,NNF1,Essential,null | inviable,1,./data\raw\sgd\phenotype_data.tab
S000003874,RSM7,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003875,YJR114W,Essential,"null | survival rate in stationary phase: decreased | 10,000-fold reduction in colony-forming potential after 25 days in water, without losing viability",1,./data\raw\sgd\phenotype_data.tab
S000003876,YJR115W,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003877,TDA4,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003878,STE24,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000003879,ILM1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003880,JHD2,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000003881,DMO1,Ambiguous,null | viable ; null | inviable | ploidy-specific lethality; tetraploid derivative of the homozygous gene deletion collection strain is lethal,2,./data\raw\sgd\phenotype_data.tab
S000003882,ATP2,Ambiguous,"null | viable ; null | apoptosis: increased | acetic acid (180mM) | decreased viability after incubation with acetic acid for 200 min, with features consistent with apoptosis ; null | apoptosis: increased | 1,1'-azobis(N,N-dimethylformamide) (16mM) | decreased viability after incubation with diamide for 200 min, with features consistent with apoptosis",4,./data\raw\sgd\phenotype_data.tab
S000003883,IBA57,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003884,RPS5,Essential,null | inviable,2,./data\raw\sgd\phenotype_data.tab
S000003885,YJR124C,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003886,ENT3,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003887,VPS70,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003888,RSF2,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003889,YJR128W,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003890,EFM3,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003891,STR2,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003892,MNS1,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000003893,NMD5,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003894,XPT1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003895,SGM1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003896,MCM22,Ambiguous,null | viable ; null | inviable,3,./data\raw\sgd\phenotype_data.tab
S000003897,TTI2,Essential,null | inviable ; unspecified | inviable,3,./data\raw\sgd\phenotype_data.tab
S000003898,MET5,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003899,IML1,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000003900,HOM6,Ambiguous,null | viable ; null | resistance to chemicals: decreased | daunorubicin (10uM) | 100 fold reduction in viability ; null | resistance to chemicals: decreased | camptothecin (10uM) | 10 fold reduction in viability,4,./data\raw\sgd\phenotype_data.tab
S000003901,HIR3,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003902,IPA1,Essential,null | inviable,7,./data\raw\sgd\phenotype_data.tab
S000003903,YJR142W,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003904,PMT4,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000003905,MGM101,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003906,S000003906,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003907,YJR146W,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003908,HMS2,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003909,BAT2,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000003910,YJR149W,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003911,DAN1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003912,DAN4,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000003913,DAL5,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003914,PGU1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003915,YJR154W,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003916,AAD10,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003917,THI11,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000003918,YJR157W,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000003919,HXT16,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000003920,SOR1,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000003921,MPH3,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000003922,COS5,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000003923,YJR162C,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000003924,DNM1,Ambiguous,null | viability: decreased | decreased spore viability; an elevated proportion of spores germinate but are unable to complete more than a few divisions ; null | viability: increased | trans-anethole (625uM) ; null | viable,4,./data\raw\sgd\phenotype_data.tab
S000003925,RTT109,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003926,SFI1,Essential,null | inviable,2,./data\raw\sgd\phenotype_data.tab
S000003927,ORC3,Essential,null | inviable,2,./data\raw\sgd\phenotype_data.tab
S000003928,SPO75,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000003929,MMM1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003930,LMO1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003931,DRS1,Essential,null | inviable,2,./data\raw\sgd\phenotype_data.tab
S000003932,COX17,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003933,PSR1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003934,SOF1,Essential,null | inviable,2,./data\raw\sgd\phenotype_data.tab
S000003935,YEH1,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000003936,PUF3,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003937,EMC6,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003938,BPT1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003939,SDC25,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000003940,YLL017W,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000003941,DPS1,Essential,null | inviable,2,./data\raw\sgd\phenotype_data.tab
S000003942,KNS1,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000003943,YLL020C,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003944,SPA2,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000003945,HIF1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003946,POM33,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003947,SSA2,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000003948,PAU17,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003949,HSP104,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000003950,ISA1,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000003951,TPO1,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000003952,FRA1,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
