gene_id,gene_name,essential_status,phenotype_summary,evidence_count,source_file
S000001626,LTV1,Unknown,null | cold sensitivity: increased | reduced temperature (18°C) | slow growing but viable at all temperatures tested ; null | viable,2,./data\raw\sgd\phenotype_data.tab
S000001627,RPC25,Essential,null | inviable,2,./data\raw\sgd\phenotype_data.tab
S000001628,RPT1,Essential,null | inviable | 271 internal amino acids replaced with a HIS3 fragment ; null | inviable,2,./data\raw\sgd\phenotype_data.tab
S000001629,AVT3,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001630,YKL147C,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000001631,SDH1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001632,DBR1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001633,S000001633,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000001634,NNR2,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001635,GPM1,Ambiguous,"null | viable | YPGE (3% glycerol, 2% ethanol) ; null | inviable",2,./data\raw\sgd\phenotype_data.tab
S000001636,YKL153W,Essential,null | inviable,1,./data\raw\sgd\phenotype_data.tab
S000001637,SRP102,Ambiguous,"repressible | chromosome/plasmid maintenance: decreased | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection (doxycycline represses expression)|; increased chromosome rearrangements and chromosome loss, as measured in an illegitimate mating assay ; repressible | mitochondrial morphology: abnormal | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection; doxycycline represses expression ; null | viable",7,./data\raw\sgd\phenotype_data.tab
S000001638,RSM22,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001639,S000001639,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000001640,S000001640,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001642,RCN1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001643,ELF1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001644,KDX1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001645,YKL162C,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001646,PIR3,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001647,PIR1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001648,MCD4,Essential,conditional | viability: decreased ; repressible | mitochondrial morphology: abnormal | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection; doxycycline represses expression ; null | inviable,4,./data\raw\sgd\phenotype_data.tab
S000001649,TPK3,Ambiguous,null | viable ; overexpression | inviable,2,./data\raw\sgd\phenotype_data.tab
S000001650,MRP49,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001651,KKQ8,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001652,YKL169C,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001653,MRPL38,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001654,NNK1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001655,EBP2,Essential,null | inviable,2,./data\raw\sgd\phenotype_data.tab
S000001656,SNU114,Essential,null | inviable,5,./data\raw\sgd\phenotype_data.tab
S000001657,TPO5,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001658,ZRT3,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001659,LST4,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001660,YKL177W,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001661,STE3,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001662,COY1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001663,S000001663,Essential,null | inviable,1,./data\raw\sgd\phenotype_data.tab
S000001664,PRS1,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000001665,FAS1,Essential,null | inviable,1,./data\raw\sgd\phenotype_data.tab
S000001666,LOT5,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001667,SPE1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001668,ASH1,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000001669,S000001669,Essential,null | inviable,1,./data\raw\sgd\phenotype_data.tab
S000001670,FAT3,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001671,PXA2,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001672,HYM1,Essential,null | inviable,1,./data\raw\sgd\phenotype_data.tab
S000001673,S000001673,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001674,DPH2,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001675,ACP1,Ambiguous,"null | viable ; null | inviable ; null | vegetative growth: decreased | anaerobic conditions (YPD plus ergosterol and Tween-80 in the absence of O2) | heterozygous null mutants were sporulated, dissected, and incubated anaerobically to test growth of haploid null mutant strains that are inviable under standard aerobic conditions; viable but slow-growing under anaerobic conditions",3,./data\raw\sgd\phenotype_data.tab
S000001676,SDS22,Essential,"repressible | chromosome/plasmid maintenance: decreased | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection (doxycycline represses expression)|; increased chromosome rearrangements and chromosome loss, as measured in an illegitimate mating assay ; null | inviable",2,./data\raw\sgd\phenotype_data.tab
S000001677,MST1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001678,MIA40,Essential,"null | inviable | majority (84%) of cells in the inviable microcolonies are unbudded ; null | inviable ; null | vegetative growth: decreased | anaerobic conditions (YPD plus ergosterol and Tween-80 in the absence of O2) | heterozygous null mutants were sporulated, dissected, and incubated anaerobically to test growth of haploid null mutant strains that are inviable under standard aerobic conditions; viable but slow-growing under anaerobic conditions",3,./data\raw\sgd\phenotype_data.tab
S000001679,YKT6,Ambiguous,reduction of function | viable ; null | inviable ; repressible | inviable | strain with GAL1 driven expression of YKT6 with its geranylgeranylation site mutated fails to grow on glucose media,9,./data\raw\sgd\phenotype_data.tab
S000001680,PEX1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001681,PTK1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001684,MNN4,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000001685,YKL202W,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001686,TOR2,Essential,null | inviable,1,./data\raw\sgd\phenotype_data.tab
S000001687,EAP1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001688,LOS1,Ambiguous,null | viable ; overexpression | inviable,2,./data\raw\sgd\phenotype_data.tab
S000001689,ADD66,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001690,EMC3,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001691,CBT1,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000001692,STE6,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001693,UBA1,Essential,repressible | mitochondrial morphology: abnormal | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection; doxycycline represses expression ; null | inviable,2,./data\raw\sgd\phenotype_data.tab
S000001694,TRP3,Ambiguous,"null | viable ; null | toxin resistance: decreased | α-synuclein | nonessential gene that, when deleted, leads to extreme sensitivity to low levels of α-syn that would otherwise not be toxic; strong growth defect",3,./data\raw\sgd\phenotype_data.tab
S000001695,SAC1,Ambiguous,"null | autophagy: absent | nitrogen starvation | complete blockage of autophagy, assayed by monitoring defects in vacuolar processing of autophagic substrates GFP-Atg8, GFP-50Q and pho8Δ60, essentiality after nitrogen starvation and dramatic autophagosome accumulation ; null | autophagy: absent | nitrogen starvation | complete blockage of autophagy, assayed by monitoring defects in vacuolar processing of autophagic substrates GFP-Atg8 and GFP-50Q and essentiality after nitrogen starvation ; null | viable",23,./data\raw\sgd\phenotype_data.tab
S000001696,DOA1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001697,YRA2,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001698,OXP1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001699,URA1,Ambiguous,null | viable ; null | resistance to chemicals: increased | bis(S-citronellalthiosemicarbazonato)nickel(II) (150µM) | resistant to a nearly lethal concentration of Ni(S-tcitr)2,2,./data\raw\sgd\phenotype_data.tab
S000001700,JEN1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001701,SRY1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001702,COS9,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000001703,FRE2,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000001704,MCH2,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000001705,YKL222C,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000001706,YKL223W,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000001707,PAU16,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000001708,YKL225W,Unknown,,0,./data\raw\sgd\phenotype_data.tab
S000001709,VPS1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001710,PAP1,Essential,repressible | mitochondrial morphology: abnormal | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection; doxycycline represses expression ; overexpression | inviable ; null | inviable,3,./data\raw\sgd\phenotype_data.tab
S000001711,OSH6,Unknown,null | viable,3,./data\raw\sgd\phenotype_data.tab
S000001712,S000001712,Essential,null | inviable,1,./data\raw\sgd\phenotype_data.tab
S000001713,S000001713,Unknown,null | viable,3,./data\raw\sgd\phenotype_data.tab
S000001714,MRPL13,Ambiguous,null | viable ; null | desiccation resistance: decreased | less than 10% viability after dehydration stress,2,./data\raw\sgd\phenotype_data.tab
S000001715,MEH1,Ambiguous,"null | viable ; null | survival rate in stationary phase: decreased | 1000-fold reduction in colony-forming potential after 25 days in water, without losing viability",3,./data\raw\sgd\phenotype_data.tab
S000001716,RSC4,Essential,repressible | mitochondrial morphology: abnormal | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection; doxycycline represses expression ; null | inviable,3,./data\raw\sgd\phenotype_data.tab
S000001717,FOX2,Ambiguous,null | viable ; null | desiccation resistance: decreased | less than 10% viability after dehydration stress,2,./data\raw\sgd\phenotype_data.tab
S000001718,TOF2,Ambiguous,null | viable ; null | inviable | elevated temperature (37°C) | ploidy-specific thermosensitive; tetraploid derivative of the homozygous gene deletion collection strain is temperature sensitive at 37°C,4,./data\raw\sgd\phenotype_data.tab
S000001719,FPT1,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000001720,YKR012C,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000001721,PRY2,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000001722,YPT52,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001723,YKR015C,Unknown,null | viable,3,./data\raw\sgd\phenotype_data.tab
S000001724,MIC60,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000001725,HEL1,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000001726,YKR018C,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000001727,IRS4,Unknown,null | viable,3,./data\raw\sgd\phenotype_data.tab
S000001728,VPS51,Ambiguous,null | viability: decreased | nitrogen starvation ; null | viable ; null | resistance to chemicals: decreased | oxalic acid (30mM) | inviable after 3 day exposure,5,./data\raw\sgd\phenotype_data.tab
S000001729,ALY1,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000001730,NTR2,Essential,null | inviable,3,./data\raw\sgd\phenotype_data.tab
S000001731,RQT4,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000001732,DBP7,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000001733,RPC37,Essential,null | inviable,2,./data\raw\sgd\phenotype_data.tab
S000001734,GCN3,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001735,BCH2,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001736,SAP190,Ambiguous,null | viable ; null | resistance to chemicals: increased | bis(S-citronellalthiosemicarbazonato)nickel(II) (150µM) | resistant to a nearly lethal concentration of Ni(S-tcitr)2,2,./data\raw\sgd\phenotype_data.tab
S000001737,SET3,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001738,GMH1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001739,SPO14,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000001740,YKR032W,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001741,YKR033C,Ambiguous,null | viable ; null | desiccation resistance: decreased | less than 10% viability after dehydration stress,2,./data\raw\sgd\phenotype_data.tab
S000001742,DAL80,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001743,OPI8,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001744,CAF4,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000001745,SPC34,Essential,repressible | mitochondrial morphology: abnormal | doxycycline (10ug/ml) | Tet-regulated essential ORF strain collection; doxycycline represses expression ; null | inviable,2,./data\raw\sgd\phenotype_data.tab
S000001746,KAE1,Ambiguous,reduction of function | viability: decreased | severe effect on cell viability ; reduction of function | viability: decreased | intermediate effect on cell viability ; reduction of function | viability: decreased | severe effect on cell viability and severe growth defect,24,./data\raw\sgd\phenotype_data.tab
S000001747,GAP1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001748,YKR040C,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001749,YKR041W,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001750,UTH1,Ambiguous,null | viability: increased | nitrogen starvation ; null | viable,2,./data\raw\sgd\phenotype_data.tab
S000001751,SHB17,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001752,UIP5,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001753,YKR045C,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001754,PLN1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001755,YKR047W,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001756,NAP1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001757,FMP46,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001758,TRK2,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001759,HFL1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001760,MRS4,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001761,YSR3,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001762,DYN1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001763,RHO4,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001764,TRM2,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001765,S000001765,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001766,GLG1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001767,TIF1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001768,UTP30,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001769,KTR2,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001770,TFA2,Essential,null | inviable,2,./data\raw\sgd\phenotype_data.tab
S000001771,LAS1,Essential,null | inviable,2,./data\raw\sgd\phenotype_data.tab
S000001772,OAF3,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000001773,PAM17,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001774,CCP1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001775,GPT2,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001776,BET3,Essential,null | inviable,2,./data\raw\sgd\phenotype_data.tab
S000001777,MET1,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001778,YKR070W,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001779,DRE2,Essential,null | inviable ; reduction of function | inviable,9,./data\raw\sgd\phenotype_data.tab
S000001780,SIS2,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000001781,YKR073C,Unknown,null | viable,2,./data\raw\sgd\phenotype_data.tab
S000001782,AIM29,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001783,YKR075C,Ambiguous,null | viable ; null | inviable,3,./data\raw\sgd\phenotype_data.tab
S000001784,ECM4,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001785,MSA2,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001786,VPS501,Unknown,null | viable,1,./data\raw\sgd\phenotype_data.tab
S000001787,TRZ1,Essential,null | inviable,2,./data\raw\sgd\phenotype_data.tab
