model_key,model_name,alpha,p_event,seed,endpoint_type,sample_size,unique_endpoints,shannon_entropy,effective_shannon_diversity,inverse_simpson_diversity,sample_size_standardized,original_survivor_depth,rarefied_survivor_depth,rarefaction_replicates,unique_endpoints_mean,unique_endpoints_ci_low,unique_endpoints_ci_high,shannon_entropy_mean,shannon_entropy_ci_low,shannon_entropy_ci_high,effective_shannon_diversity_mean,effective_shannon_diversity_ci_low,effective_shannon_diversity_ci_high,inverse_simpson_diversity_mean,inverse_simpson_diversity_ci_low,inverse_simpson_diversity_ci_high,full_sample_rank,rarefied_rank
linear_distance,linear-distance sampling,0.5,0.12,2826128352,structural,4151,3373,7.10726492396914,1220.803984012768,29.50141165311512,False,4151,1144,100,933.33,913.475,954.525,6.057069620133116,5.952107638500742,6.168244949948886,427.93235688042813,384.5632869765704,477.3493777060598,29.20333422117528,24.526490801815836,35.14939037420782,49.0,50.0
linear_distance,linear-distance sampling,0.5,0.12,2826128352,orf_copy_number,4151,1778,4.025184702503198,55.99064943974923,3.2701868664544747,False,4151,1144,100,507.87,486.475,533.525,3.4792388707557,3.3493526455771083,3.6377456570114153,32.554126863075915,28.48428898708866,38.00606833886947,3.2883271592953403,3.0844223984778187,3.5467777907669706,56.0,54.0
linear_distance,linear-distance sampling,0.5,0.15,3791611920,structural,3381,2978,7.415447359854388,1661.452269212864,70.13455509267493,False,3381,1144,100,1009.06,995.0,1025.575,6.46017350439519,6.3852972784830655,6.545011346683874,639.7540708771472,593.0610106731261,695.7958644836515,68.25208923171418,55.70511619988086,86.36992492568149,40.0,41.0
linear_distance,linear-distance sampling,0.5,0.15,3791611920,orf_copy_number,3381,1697,4.547923197070964,94.43607939096177,4.325887104678487,False,3381,1144,100,588.41,563.95,614.05,4.001991622833532,3.8384881641632664,4.164034637377533,54.90763802951016,46.45523392437841,64.33116726023293,4.329879510308576,3.9442614815704444,4.746875928812651,49.0,45.0
linear_distance,linear-distance sampling,0.5,0.18,732349602,structural,2680,2498,7.5450320598146146,1891.3233719223745,207.8842257597686,False,2680,1144,100,1067.43,1055.475,1080.0,6.749936791417457,6.694147616361033,6.8101372858293905,854.4250695118442,807.6675136367037,906.9965406805161,191.0006454684948,147.15595533103738,256.0049594010028,32.0,33.0
linear_distance,linear-distance sampling,0.5,0.18,732349602,orf_copy_number,2680,1586,5.12005371935735,167.34435901107204,6.382698890599058,False,2680,1144,100,686.38,665.475,711.525,4.618063838943076,4.4932584313445805,4.756682957085961,101.55520260036116,89.4134505212741,116.362030673864,6.393203547570933,5.855272752205841,7.037015745306497,40.0,36.0
linear_distance,linear-distance sampling,0.5,0.2,2160132656,structural,2406,2275,7.5178365017792625,1840.580889838723,293.87937861711856,False,2406,1144,100,1083.66,1073.475,1095.0,6.821357545957784,6.775313393834825,6.871306145478722,917.4972837573544,875.9561562469039,964.2071384880674,273.52143301699755,211.50480353254062,364.14468558708967,33.0,28.0
linear_distance,linear-distance sampling,0.5,0.2,2160132656,orf_copy_number,2406,1522,5.358332844306394,212.3705963044061,7.82820994098587,False,2406,1144,100,729.17,712.0,749.0,4.879084312065534,4.772343552518529,5.004237434389117,131.7789752369942,118.19612278281929,149.04363400250213,7.767500682668729,7.131949282473818,8.58431446181736,34.0,32.0
linear_distance,linear-distance sampling,0.5,0.25,1175439774,structural,1582,1547,7.28489857324263,1458.1132336595754,880.6206896551722,False,1582,1144,100,1118.72,1114.475,1124.0,6.967074778350052,6.951066587637573,6.986398959359155,1061.1659201235357,1044.2648741134806,1081.8187801264444,724.9472668431415,639.9497825730971,836.7877237851661,46.0,17.0
linear_distance,linear-distance sampling,0.5,0.25,1175439774,orf_copy_number,1582,1156,5.760276835852039,317.4361944744867,14.160484327260374,False,1582,1144,100,836.71,821.0,851.05,5.516815258667556,5.432759789244575,5.604821600303348,249.08933668148777,228.77981154752834,271.7336429524789,14.039304645063389,12.794287592777401,15.508941668374755,28.0,19.0
linear_distance,linear-distance sampling,0.5,0.3,3346694520,structural,1144,1139,7.032888832066169,1133.2997986435084,1114.7666098807492,False,1144,1144,100,1139.0,1139.0,1139.0,7.032888832066169,7.032888832066169,7.032888832066169,1133.2997986435082,1133.2997986435084,1133.2997986435084,1114.7666098807495,1114.7666098807492,1114.7666098807492,55.0,5.0
linear_distance,linear-distance sampling,0.5,0.3,3346694520,orf_copy_number,1144,937,6.093411796458027,442.9300232282973,31.042125237191616,False,1144,1144,100,937.0,937.0,937.0,6.093411796458025,6.093411796458027,6.093411796458027,442.9300232282974,442.93002322829733,442.93002322829733,31.042125237191616,31.042125237191616,31.042125237191616,18.0,9.0
linear_distance,linear-distance sampling,1.0,0.03,280539570,structural,8436,2836,3.461468588355024,31.86373688333145,2.40009615750405,False,8436,1144,100,405.13,372.95,430.0,2.7850922161882905,2.5702795034327575,2.9421574066142155,16.27404430773498,13.071644696648224,18.9567069426824,2.410313257727786,2.2109021579799495,2.5687653022754366,84.0,84.0
linear_distance,linear-distance sampling,1.0,0.03,280539570,orf_copy_number,8436,1200,1.5884007201514971,4.895912729291253,1.426522866128849,False,8436,1144,100,182.36,161.9,207.04999999999998,1.284388317726433,1.1320999241513343,1.4403897917929616,3.6265142463238975,3.1024583884836736,4.222342103352981,1.4246926327235188,1.3594260673333758,1.4934607401650073,84.0,84.0
linear_distance,linear-distance sampling,1.0,0.05,4156490522,structural,7486,3714,4.991925253396645,147.21958583628566,4.422754153972863,False,7486,1144,100,595.97,562.375,630.0,4.042209376893759,3.8130309253484773,4.2629027132687245,57.31774951690009,45.28896360716049,71.01698022460411,4.432513897597525,3.890146403069486,5.03993410509407,75.0,76.0
linear_distance,linear-distance sampling,1.0,0.05,4156490522,orf_copy_number,7486,1628,2.473342047573584,11.862024129195456,1.8244283591746444,False,7486,1144,100,287.01,263.425,317.575,2.0327797917293697,1.857443568825091,2.241024018105519,7.6689238728226385,6.40920113613652,9.403207866293128,1.821524739967071,1.7119689336868855,1.9599123437810877,75.0,75.0
linear_distance,linear-distance sampling,1.0,0.07,1740433454,structural,6733,4201,6.05676016526276,426.9898170399976,8.139361505965294,False,6733,1144,100,739.56,715.425,764.05,4.940713054334983,4.798846637552149,5.098141938856221,140.38210244556888,121.37070834450502,163.72606890036565,8.172503578259954,7.284425998607947,9.307012563082866,67.0,67.0
linear_distance,linear-distance sampling,1.0,0.07,1740433454,orf_copy_number,6733,1950,3.170589477756557,23.8215224760695,2.275595365350625,False,6733,1144,100,374.51,349.0,401.04999999999995,2.62744548014677,2.4576458317619303,2.7992033538837986,13.903515869484915,11.677332716774009,16.431692909085015,2.272182416759895,2.125050403667746,2.430709643361949,68.0,69.0
linear_distance,linear-distance sampling,1.0,0.09,1595675989,structural,5895,4237,6.734324151321722,840.7750553129854,14.605597456389416,False,5895,1144,100,843.92,825.0,864.525,5.561812357617207,5.452258328377091,5.670815922585723,260.84754938380024,233.284404264585,290.27163537504657,14.816062533089477,13.078989446754083,16.806543247337054,60.0,61.0
linear_distance,linear-distance sampling,1.0,0.09,1595675989,orf_copy_number,5895,2155,3.861090320765405,47.51713205073486,2.947814283507578,False,5895,1144,100,463.14,433.0,487.67499999999995,3.230140342444342,3.0266209622260694,3.387059554597491,25.37918160935818,20.62928065419179,29.579600383481413,2.9381271643775047,2.6828715480288405,3.161852416223456,58.0,58.0
linear_distance,linear-distance sampling,1.0,0.1,3958821903,structural,5578,4263,7.052556919720224,1155.8102818536129,20.97722001682811,False,5578,1144,100,891.57,863.475,910.05,5.836835600573782,5.693224472912072,5.946230429015225,343.51043134875977,296.8494021070269,382.3105965964513,20.983950427206537,17.288827308872143,24.522033197297873,53.0,54.0
linear_distance,linear-distance sampling,1.0,0.1,3958821903,orf_copy_number,5578,2170,4.136613620821871,62.59050697387168,3.336890070607091,False,5578,1144,100,500.86,472.425,528.05,3.4998063645707607,3.332708820274333,3.6954280357627955,33.26636750116402,28.0187343843509,40.26368516740817,3.348565015177561,3.087874276096138,3.691937276678244,53.0,53.0
linear_distance,linear-distance sampling,1.0,0.12,2778378777,structural,4985,4173,7.507538265205232,1821.723418410887,44.54028035925846,False,4985,1144,100,970.44,949.0,990.525,6.2687539578137095,6.160469111695475,6.378227926028807,528.727083285881,473.65056449274516,588.8833373502196,43.75395670940121,34.953595116856,55.35218231711107,34.0,43.0
linear_distance,linear-distance sampling,1.0,0.12,2778378777,orf_copy_number,4985,2291,4.719476270885416,112.10952226890736,4.421454768215563,False,4985,1144,100,581.27,552.475,609.0999999999999,4.027675618482686,3.8430810045658834,4.2095268447263505,56.37362047422012,46.669117598966686,67.32523963156727,4.43971164682259,3.9924935745237384,4.9409831753367435,44.0,44.0
linear_distance,linear-distance sampling,1.0,0.15,1037225636,structural,4048,3675,7.798017400604578,2435.7680350883675,133.45417229977366,False,4048,1144,100,1045.67,1031.475,1060.0,6.650320302670083,6.582652936391626,6.717588034999801,773.4961651440152,722.4623887187109,826.822126284713,126.02317505137574,97.91237668963728,162.95919313832306,20.0,35.0
linear_distance,linear-distance sampling,1.0,0.15,1037225636,orf_copy_number,4048,2285,5.4401057499190255,230.46655399145124,6.963336288142322,False,4048,1144,100,688.44,655.85,716.5749999999999,4.710144147802463,4.5368784174085315,4.858679062439084,111.47944553531032,93.4171744972912,128.8541508162822,6.943815491141619,6.146943398561215,7.751139315519668,33.0,34.0
linear_distance,linear-distance sampling,1.0,0.18,1673311115,structural,3477,3286,7.877539696097831,2637.375824975089,331.77444496281475,False,3477,1144,100,1084.15,1069.0,1096.0,6.826218291476647,6.756215136849106,6.8765589062119625,922.1200584372242,859.3846537863067,969.2856238824389,284.7611119690288,193.23146762078525,379.6641598119859,11.0,27.0
linear_distance,linear-distance sampling,1.0,0.18,1673311115,orf_copy_number,3477,2179,5.82253517280092,337.82741980751115,9.684988484108068,False,3477,1144,100,753.66,729.475,777.0,5.111056648324381,4.951232520447071,5.232264811016601,166.3054780153136,141.34973713333522,187.21655911028935,9.62412072357466,8.34348644756823,10.827392109826373,27.0,27.0
linear_distance,linear-distance sampling,1.0,0.2,3518261095,structural,3066,2937,7.8347933434280765,2527.013231507423,533.9897750511249,False,3066,1144,100,1098.64,1088.0,1107.525,6.890544940304028,6.845536431245281,6.927730694695798,983.2037896592926,939.6783978419644,1020.1764462008687,424.52110840335183,313.5446245828512,543.7322027158019,16.0,22.0
linear_distance,linear-distance sampling,1.0,0.2,3518261095,orf_copy_number,3066,2062,6.04483415074874,421.92777527405855,12.434826778840442,False,3066,1144,100,798.11,775.475,822.05,5.370333145800183,5.2233834463586675,5.504323642592308,215.57998002893797,185.58552283913986,245.75995940623733,12.3313536100437,10.603550031575306,14.172401633628455,21.0,22.0
linear_distance,linear-distance sampling,1.0,0.25,92951844,structural,2370,2340,7.725728101918609,2265.9017944373827,1702.0909090909097,False,2370,1144,100,1129.48,1123.475,1135.0,7.004800687587573,6.984532105809865,7.022158679868117,1101.968276559338,1079.8027693992515,1121.2043284878296,953.3078270065245,825.2988263322004,1060.5640194489463,23.0,14.0
linear_distance,linear-distance sampling,1.0,0.25,92951844,orf_copy_number,2370,1823,6.4497914359859205,632.5703476423326,23.01385690755778,False,2370,1144,100,893.48,876.0,911.05,5.889591919679742,5.775256695408455,5.989626725520431,361.7868238044986,322.2275441343644,399.2683861894633,22.950853322676235,19.464934302036166,26.6414691286738,13.0,15.0
linear_distance,linear-distance sampling,1.0,0.3,1561271711,structural,1682,1674,7.415981990832519,1662.3407705536786,1612.9555302166475,False,1682,1144,100,1138.85,1136.0,1141.525,7.0323689630534325,7.025000314250908,7.038471247428571,1132.7178406708758,1124.394912347227,1139.6445898043455,1111.424777247966,1076.2631578947364,1135.2256043327814,39.0,6.0
linear_distance,linear-distance sampling,1.0,0.3,1561271711,orf_copy_number,1682,1444,6.746773800543196,851.3078385112434,64.31873778020278,False,1682,1144,100,988.67,975.475,1001.05,6.413643368927978,6.344977302689583,6.48258120212335,610.4365050091659,569.6245607191952,653.6572748450798,63.0129909009298,52.5710840260132,75.67865532754557,6.0,4.0
linear_distance,linear-distance sampling,1.5,0.03,2576302229,structural,8776,2981,3.713365305827361,40.99152368036103,2.628173982549768,False,8776,1144,100,430.09,399.95,459.09999999999997,2.9771701070224337,2.785803182999839,3.172173325292883,19.74849864651716,16.212894176872606,23.860584549898398,2.619441448199361,2.4172032882605103,2.8489091866757543,82.0,82.0
linear_distance,linear-distance sampling,1.5,0.03,2576302229,orf_copy_number,8776,1307,1.8119698941390527,6.122496230346488,1.5153531019650588,False,8776,1144,100,207.32,186.0,228.52499999999998,1.4740417677570383,1.3120379784814138,1.6290561652579114,4.382005688319311,3.713749351267443,5.099215165866709,1.5123238389159939,1.4360951572313434,1.5889116264895888,82.0,82.0
linear_distance,linear-distance sampling,1.5,0.05,2692316041,structural,8093,4063,5.266397777251115,193.71689270112125,5.0208951985904,False,8093,1144,100,625.86,598.0,653.05,4.25373124348437,4.0739213081707915,4.418043537281487,70.71059158487346,58.787767390039164,82.93582921466259,5.041803749134292,4.503145943622022,5.571943564887524,74.0,74.0
linear_distance,linear-distance sampling,1.5,0.05,2692316041,orf_copy_number,8093,1798,2.791080590479821,16.298622425689082,2.019173542355719,False,8093,1144,100,322.33,296.95,345.525,2.3130418545394633,2.132735813760272,2.4804703858218167,10.14583134002698,8.438186791549134,11.948102845886858,2.0210939914866692,1.8894615100398966,2.1531863650635725,72.0,72.0
linear_distance,linear-distance sampling,1.5,0.07,1182193551,structural,7363,4585,6.307929493328046,548.907255283111,9.536935596824478,False,7363,1144,100,763.39,738.475,788.525,5.1137794026583165,4.955151370161363,5.281470455344554,166.89697235546532,141.90540075142607,196.65958685052792,9.531279361923913,8.240510037673912,11.143867461848432,66.0,66.0
linear_distance,linear-distance sampling,1.5,0.07,1182193551,orf_copy_number,7363,2149,3.593125098454552,36.347488100961165,2.665875745192257,False,7363,1144,100,422.52,398.475,443.04999999999995,3.0210154910163634,2.851358661319388,3.157718151883454,20.58081988603275,17.311296872176474,23.516980185754417,2.6931540451796034,2.497811764954568,2.873856097535126,63.0,64.0
linear_distance,linear-distance sampling,1.5,0.09,2683194250,structural,6743,4938,7.100725637167722,1212.8468420052834,19.603831685238728,False,6743,1144,100,876.46,851.0,897.05,5.7723407709159416,5.618763295857784,5.873665749412441,322.07939959030364,275.55858406012584,355.5518183387116,19.375287345474067,15.822378113517212,22.189749352719723,50.0,55.0
linear_distance,linear-distance sampling,1.5,0.09,2683194250,orf_copy_number,6743,2486,4.338977218351955,76.62912438231837,3.612343909578684,False,6743,1144,100,510.67,478.425,545.0,3.624283120853316,3.4176528509187185,3.8449260399231093,37.71348790750238,30.498052022981398,46.75540911233439,3.5931641338033278,3.2404865992150613,4.0341824923285845,50.0,50.0
linear_distance,linear-distance sampling,1.5,0.1,140491699,structural,6433,5026,7.422582626480698,1673.3495688669034,29.69856062394732,False,6433,1144,100,928.22,902.375,951.625,6.057163777965696,5.904547068289071,6.181758635266776,428.1826221823945,366.71827568092226,483.8518621334868,29.66280112123989,23.008457153537037,36.61478852701564,38.0,49.0
linear_distance,linear-distance sampling,1.5,0.1,140491699,orf_copy_number,6433,2634,4.741213344307802,114.57313403673244,4.371082372746267,False,6433,1144,100,563.46,537.425,593.675,3.9851730775080862,3.8143073019140648,4.174474390555639,54.02801535691292,45.345499428725915,65.00702329651631,4.377588723828062,3.9709297574183604,4.883396148275752,43.0,46.0
linear_distance,linear-distance sampling,1.5,0.12,2157732798,structural,5975,5030,7.765026962212014,2356.722030105563,55.30684692974914,False,5975,1144,100,986.33,962.95,1002.0,6.363104841412007,6.23843140861533,6.432357826590059,580.7597570789394,512.0811601660054,621.6391628613638,54.267740026233184,40.922685867654806,63.933803661388566,22.0,42.0
linear_distance,linear-distance sampling,1.5,0.12,2157732798,orf_copy_number,5975,2744,5.18884992480267,179.26226924401848,5.607695476993692,False,5975,1144,100,624.41,594.95,655.05,4.388301892489745,4.233657605915174,4.5719038474462455,80.83747771912013,68.96903406074094,96.73014738238008,5.622371688592593,5.086561035050329,6.354690852124066,38.0,40.0
linear_distance,linear-distance sampling,1.5,0.15,426479639,structural,5236,4760,8.081500014366267,3234.08076766583,163.77357228195942,False,5236,1144,100,1053.59,1036.85,1068.0,6.694599342052329,6.614213364709193,6.763884909029416,808.6229849996415,745.6415593179206,866.009235985446,152.31214739006316,110.2295974739789,204.53853456752435,8.0,34.0
linear_distance,linear-distance sampling,1.5,0.15,426479639,orf_copy_number,5236,2909,5.8694158192857016,354.0420952804265,8.77615124239489,False,5236,1144,100,720.74,697.475,742.0,4.973064347986131,4.840629354464131,5.106619875664487,144.87713550235287,126.55056682884975,165.11946857590442,8.656357293717685,7.7269810562898895,9.7133133950378,25.0,31.0
linear_distance,linear-distance sampling,1.5,0.18,3754543510,structural,4593,4380,8.21010389390534,3677.924560363349,530.0281148714856,False,4593,1144,100,1095.91,1084.95,1105.525,6.880416336849065,6.830977924347594,6.921095250544226,973.2862741787723,926.1035359913374,1013.4296770161517,397.92761634528694,289.8494362644281,526.8878965721336,7.0,24.0
linear_distance,linear-distance sampling,1.5,0.18,3754543510,orf_copy_number,4593,2953,6.430278810933245,620.3468833969506,14.675019704059984,False,4593,1144,100,810.13,783.375,832.5749999999999,5.509658543914632,5.359573021288761,5.629096962494752,247.63653611558948,212.70164370922208,278.4183965730965,14.613635776723338,12.42618213434244,16.672047063741278,15.0,20.0
linear_distance,linear-distance sampling,1.5,0.2,770846889,structural,4289,4173,8.244999422649734,3808.5332591545225,1191.3425943915545,False,4289,1144,100,1115.78,1105.475,1123.525,6.957766616722528,6.91960927249017,6.986971565936435,1051.4662165454104,1011.9247158129938,1082.4385746124035,684.6896395359129,512.6167526260364,847.1380431435033,5.0,18.0
linear_distance,linear-distance sampling,1.5,0.2,770846889,orf_copy_number,4289,2986,6.721451369236478,830.0213050834755,20.49884610198653,False,4289,1144,100,860.72,833.75,883.0,5.786947342826678,5.650729421655478,5.89936792477393,326.6966470259511,284.4996720873115,364.80682504738786,20.553452561257068,17.26644766000606,23.78705507388469,9.0,16.0
linear_distance,linear-distance sampling,1.5,0.25,2950421996,structural,3311,3287,8.080701129325647,3231.4981406687784,2803.0480695474307,False,3311,1144,100,1136.7,1132.475,1140.525,7.026687081629064,7.014602826425348,7.036400128932415,1126.3115022599968,1112.7659154758953,1137.2868234740085,1083.2443419317476,1015.7142068965514,1128.428628164425,9.0,8.0
linear_distance,linear-distance sampling,1.5,0.25,2950421996,orf_copy_number,3311,2664,7.1375420209883815,1258.3316320343024,47.49652746186277,False,3311,1144,100,957.57,938.475,977.05,6.281990735813496,6.1813748887523285,6.393782272239186,535.7115699992522,483.6643523961312,598.1146843202748,47.49716343490745,38.10832856892755,60.920124007420206,4.0,7.0
linear_distance,linear-distance sampling,1.5,0.3,2308636446,structural,2658,2648,7.875405669671693,2631.7535963947835,2552.3713872832373,False,2658,1144,100,1140.01,1137.0,1143.0,7.034993213422334,7.0277446226972256,7.041074376169533,1135.695591482205,1127.4848367157053,1142.61454525252,1121.750143960386,1090.613333333333,1142.0034904013958,12.0,4.0
linear_distance,linear-distance sampling,1.5,0.3,2308636446,orf_copy_number,2658,2331,7.323848956280115,1516.0278796142943,109.35122585438342,False,2658,1144,100,1021.17,1006.0,1037.525,6.580677569558275,6.50287771858469,6.6519258658674145,721.6526825043173,667.0602023905221,774.2740410063917,104.6734839472212,80.21720064138809,135.6202563194788,3.0,2.0
linear_distance,linear-distance sampling,2.0,0.03,624955490,structural,9086,2990,3.882446771870261,48.54284314735845,2.8243003821913004,False,9086,1144,100,451.12,421.95,479.67499999999995,3.149047363896708,2.949004530360742,3.3575463762956823,23.4524903516595,19.086943817347795,28.720696198097613,2.8337072232177447,2.589996173273877,3.1228871344699356,81.0,81.0
linear_distance,linear-distance sampling,2.0,0.03,624955490,orf_copy_number,9086,1302,2.0034645143785754,7.414699986187564,1.6093231323276198,False,9086,1144,100,228.52,203.95,253.575,1.6632078682962643,1.4863103095738763,1.8551440062685518,5.2985606891675205,4.4208766787288685,6.392990215403994,1.611868769841971,1.5191173271269933,1.7187795815564815,80.0,80.0
linear_distance,linear-distance sampling,2.0,0.05,2715674654,structural,8555,4164,5.4730345459916885,238.18187106650416,5.681866438298998,False,8555,1144,100,646.81,617.85,675.525,4.433643423162214,4.251924415971002,4.5877764307423785,84.59045928564063,70.24299513786785,98.27611409064122,5.69951419083446,5.057195630833482,6.313919445810664,73.0,73.0
linear_distance,linear-distance sampling,2.0,0.05,2715674654,orf_copy_number,8555,1825,2.996060105174375,20.006557707260846,2.181977056931104,False,8555,1144,100,343.07,313.375,371.0,2.511259708035221,2.3175762220637526,2.7030169112873663,12.384083486314193,10.151062250908911,14.925672479042438,2.190483830506795,2.030795761049149,2.3659669064488114,71.0,71.0
linear_distance,linear-distance sampling,2.0,0.07,308999449,structural,7988,4977,6.611998608712628,743.9684356359561,11.951346621234864,False,7988,1144,100,796.25,769.0,824.525,5.346560721479442,5.18433638547639,5.524875226180717,210.6509011673625,178.46280484900518,250.85707704350466,11.999634461273558,10.197862892029926,14.449842512509276,63.0,64.0
linear_distance,linear-distance sampling,2.0,0.07,308999449,orf_copy_number,7988,2254,3.909737980015206,49.88587916351408,3.067426406785935,False,7988,1144,100,444.69,417.0,470.0,3.2568734090460696,3.0849834510246192,3.4209133835357424,26.074228488386964,21.869527872503134,30.597708192080557,3.024669468923418,2.789111269179901,3.2767971322267573,57.0,57.0
linear_distance,linear-distance sampling,2.0,0.09,3011066200,structural,7424,5340,7.2669827173693236,1432.22250690837,22.84226275091322,False,7424,1144,100,887.71,864.95,909.525,5.8644293815196775,5.739097576228879,5.986297173205343,353.136719088826,310.7951348198502,397.9437713809748,22.257920827312876,18.66164106247356,26.52960285791367,47.0,52.0
linear_distance,linear-distance sampling,2.0,0.09,3011066200,orf_copy_number,7424,2608,4.608833330874811,100.3669862401856,4.159423166351491,False,7424,1144,100,536.23,509.475,564.0,3.8861395894722834,3.6984184066463293,4.072107069477144,48.9789663675042,40.38338427218113,58.68050882068972,4.186640792061505,3.7460922933911114,4.647809449481646,46.0,49.0
linear_distance,linear-distance sampling,2.0,0.1,4101281670,structural,7285,5604,7.592968756476786,1984.195371384643,34.522158525059055,False,7285,1144,100,937.04,913.475,955.5749999999999,6.129541236525295,5.984683781574559,6.229406547290072,460.099601760595,397.30360574563616,507.4542460367514,34.05402469166934,26.5143968055307,40.92070717820766,29.0,47.0
linear_distance,linear-distance sampling,2.0,0.1,4101281670,orf_copy_number,7285,2804,4.970955276512005,144.16453861055246,4.989470364010456,False,7285,1144,100,579.43,542.425,610.0,4.18402076354057,3.954621399724206,4.359773033246646,65.95433414102298,52.176081023178725,78.23942676122142,5.00217324744508,4.37072816462179,5.591807909445747,41.0,42.0
linear_distance,linear-distance sampling,2.0,0.12,4216611858,structural,6805,5715,7.9871007245992285,2942.752728832876,73.95805883358173,False,6805,1144,100,1002.6,986.475,1021.05,6.464702376924721,6.37218094500811,6.5582339985687295,642.879111529066,585.3680171796492,705.0351822306272,71.68598378075207,55.265713887448534,93.26189886459991,10.0,40.0
linear_distance,linear-distance sampling,2.0,0.12,4216611858,orf_copy_number,6805,3043,5.458338370349413,234.7071038879824,6.556560783581366,False,6805,1144,100,645.35,613.95,678.05,4.593563607606753,4.400773727411608,4.8009674230508095,99.33534449972784,81.51392070846033,121.6290028540746,6.569373316689305,5.743182550712369,7.636507734789239,32.0,37.0
linear_distance,linear-distance sampling,2.0,0.15,3319947148,structural,6173,5672,8.350449915198029,4232.084393946144,279.268657153955,False,6173,1144,100,1073.15,1060.475,1087.0,6.790790617078068,6.725087515308577,6.849297147358167,890.1141303397499,833.0454256983943,943.2223954158022,241.57220719639838,169.65411813780494,334.22863464149356,4.0,31.0
